,Board,Tech,Subject,Grade,Week,Day,Lesson Name,Total Clicks in a Month,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7
566,CBSE,Low Tech,Math,G3,W2,D2,Skipping 3 Digit Numbers by 10s,5457,82,93,29,80,58,167,75
567,CBSE,Low Tech,Math,G3,W2,D3,Skipping 3 Digit Numbers by 50s,5422,46,70,32,95,33,77,115
568,CBSE,Low Tech,Math,G3,W2,D4,Expanded form of 3,4803,80,32,25,72,10,132,175
569,CBSE,Low Tech,Math,G3,W2,D5,Expanded form of 3,6126,20,49,65,37,30,50,179
570,CBSE,Low Tech,EVS,G3,W2,D1,Diversity in plants,6195,86,53,98,59,29,80,76
571,CBSE,Low Tech,EVS,G3,W2,D2,Variety of leaves,5414,93,29,14,28,27,173,80
572,CBSE,Low Tech,EVS,G3,W2,D3,Leaves patterns,6272,96,60,71,16,100,141,157
573,CBSE,Low Tech,EVS,G3,W2,D4,Uses of trees,7088,38,19,67,11,64,87,168
574,CBSE,Low Tech,EVS,G3,W2,D5,Revision ,5632,66,32,100,44,76,104,95
575,CBSE,Low Tech,English,G4,W2,D1,The story ,5268,26,47,59,65,58,82,96
576,CBSE,Low Tech,English,G4,W2,D2,The story ,5390,35,86,84,32,98,45,140
577,CBSE,Low Tech,English,G4,W2,D3,Who and Whom,5824,72,39,77,13,62,111,75
578,CBSE,Low Tech,English,G4,W2,D4,how to use the words ,4941,15,23,42,12,55,58,177
579,CBSE,Low Tech,English,G4,W2,D5,identifying positions of objects,5290,33,33,59,38,80,195,71
580,CBSE,Low Tech,Math,G4,W2,D1,Revise geometrical patterns in structures ,5185,21,30,43,59,88,198,136
581,CBSE,Low Tech,Math,G4,W2,D2,Fun estimations,5594,51,11,63,29,34,85,31
582,CBSE,Low Tech,Math,G4,W2,D3,Longer and Shorter,5824,85,95,96,78,29,123,98
583,CBSE,Low Tech,Math,G4,W2,D4,Heights,4666,72,65,98,94,53,144,128
584,CBSE,Low Tech,Math,G4,W2,D5,Meter and Centimeter,4374,16,36,78,66,25,77,55
585,CBSE,Low Tech,EVS,G4,W2,D1,Ears of animals,5547,70,58,21,85,98,194,74
586,CBSE,Low Tech,EVS,G4,W2,D2,Skin of animals,5526,100,20,98,76,76,173,159
587,CBSE,Low Tech,EVS,G4,W2,D3,Mode of birth of animals,6018,53,88,60,96,36,91,200
588,CBSE,Low Tech,EVS,G4,W2,D4,Pet animals,4791,52,59,57,20,97,81,193
589,CBSE,Low Tech,EVS,G4,W2,D5,Revision ,6329,36,33,35,95,52,84,169
590,CBSE,Low Tech,English,G5,W2,D1,Different types of Ice,5009,44,77,81,12,93,140,70
591,CBSE,Low Tech,English,G5,W2,D2,Describing words,6292,48,64,47,34,57,110,124
592,CBSE,Low Tech,English,G5,W2,D3,Using describing words to describe Ice cream,5811,56,63,14,56,22,101,179
593,CBSE,Low Tech,English,G5,W2,D4,Making an Ice,5228,61,59,46,27,87,71,149
594,CBSE,Low Tech,English,G5,W2,D5,Writing sentences,4137,36,23,48,34,18,41,59
595,CBSE,Low Tech,Math,G5,W2,D1,Open and Closed Shapes,3662,99,35,61,10,97,63,97
596,CBSE,Low Tech,Math,G5,W2,D2,How Changing Angles Changes Shapes,3356,57,75,67,64,75,101,39
597,CBSE,Low Tech,Math,G5,W2,D3,Making Various Shapes by Changing Angles,4777,21,87,39,69,56,119,95
598,CBSE,Low Tech,Math,G5,W2,D4,Measuring angles using an angle tester,5474,90,23,73,36,26,154,71
599,CBSE,Low Tech,Math,G5,W2,D5,Making Different Angles using Paper and Body Parts,4790,50,75,55,19,79,119,162
600,CBSE,Low Tech,EVS,G5,W2,D1,Snake Charmer,5295,67,21,57,52,24,152,49
601,CBSE,Low Tech,EVS,G5,W2,D2,"Types of snakes, their key characteristics & uses",4629,35,50,55,77,13,120,107
602,CBSE,Low Tech,EVS,G5,W2,D3,Animals,4300,34,50,42,21,66,79,179
603,CBSE,Low Tech,EVS,G5,W2,D4,Laws for protection of animals,6344,54,91,82,91,27,125,158
604,CBSE,Low Tech,EVS,G5,W2,D5,Paper snake,4311,100,33,62,47,26,33,110
605,MH,Low Tech,English,G1,W2,D1,Alphabet Games,6894,54,50,19,72,99,106,60
606,MH,Low Tech,English,G1,W2,D2,Alphabet Games,4103,67,22,60,14,25,81,36
607,MH,Low Tech,English,G1,W2,D3,Reading CVC words,5742,36,54,57,67,91,48,147
608,MH,Low Tech,English,G1,W2,D4,Reading CVC words,6251,12,60,65,37,74,65,170
609,MH,Low Tech,English,G1,W2,D5,Identifying sounds in CVC words,4810,47,76,87,98,33,153,30
610,MH,Low Tech,Math,G1,W2,D1,Counting & Colouring Numbers 1 to 5,5254,14,44,36,11,58,176,184
611,MH,Low Tech,Math,G1,W2,D2,Counting & Circling Numbers 1 to 5,5963,44,15,63,67,21,161,73
612,MH,Low Tech,Math,G1,W2,D3,Counting & Colouring Numbers 6 to 9,5340,98,85,70,65,67,196,149
613,MH,Low Tech,Math,G1,W2,D4,Counting & Circling Numbers 6 to 9 ,4719,93,50,63,75,63,100,92
614,MH,Low Tech,Math,G1,W2,D5,Writing Digits from 1 to 9,5196,12,93,66,31,92,61,125
615,MH,Low Tech,English,G2,W2,D1,the story ,5589,18,76,63,50,36,144,188
616,MH,Low Tech,English,G2,W2,D2,the story ,5933,99,16,19,74,18,136,147
617,MH,Low Tech,English,G2,W2,D3,Naming Words 1,4957,92,61,52,100,69,61,55
618,MH,Low Tech,English,G2,W2,D4,Naming Words 2,4576,94,37,10,31,39,66,39
619,MH,Low Tech,English,G2,W2,D5,the rhyme ,6470,18,80,49,56,48,156,138
620,MH,Low Tech,Math,G2,W2,D1,Making pairs of similar shapes,4148,57,91,50,84,84,83,160
621,MH,Low Tech,Math,G2,W2,D2,Edges and corners of different shapes,6079,57,19,33,26,27,144,169
622,MH,Low Tech,Math,G2,W2,D3,Straight lines and Curved Lines,5295,30,40,41,98,55,188,155
623,MH,Low Tech,Math,G2,W2,D4,Use of Curved and Straight Lines,5139,15,78,14,47,95,70,112
624,MH,Low Tech,Math,G2,W2,D5,Edges and corners one more time,4960,47,90,33,92,40,174,103
625,MH,Low Tech,English,G3,W2,D1,String Song,5477,90,36,36,91,74,150,193
626,MH,Low Tech,English,G3,W2,D2,Sindbad the Sailor Part 1,5780,75,58,99,21,63,101,47
627,MH,Low Tech,English,G3,W2,D3,Sindbad the Sailor Part 2,5642,81,88,62,24,92,47,180
628,MH,Low Tech,English,G3,W2,D4,A Biscuit Factory 1,6060,18,91,59,36,93,115,94
629,MH,Low Tech,English,G3,W2,D5,Writing a Procedure,6239,24,97,72,75,42,121,159
630,MH,Low Tech,Math,G3,W2,D1,Count tens and ones,5024,70,69,50,45,51,69,119
631,MH,Low Tech,Math,G3,W2,D2,Writing numbers from 1,4414,57,48,81,97,36,73,82
632,MH,Low Tech,Math,G3,W2,D3,Writing numbers from 51,5575,75,85,34,20,66,54,195
633,MH,Low Tech,Math,G3,W2,D4,The Number 100,5357,17,45,97,89,88,147,84
634,MH,Low Tech,Math,G3,W2,D5,Making Hundreds using Tens,5823,65,67,76,72,32,188,177
635,MH,Low Tech,EVS,G3,W2,D1,"Animal characterstics (movement, colour)",5056,82,14,58,85,22,130,197
636,MH,Low Tech,EVS,G3,W2,D2,"Animal characterstics (food habit, size)",5375,33,70,15,94,35,127,135
637,MH,Low Tech,EVS,G3,W2,D3,Domestic and wild animals,5007,17,52,100,21,64,47,45
638,MH,Low Tech,EVS,G3,W2,D4,Animals and uses,4901,64,31,51,76,64,71,118
639,MH,Low Tech,EVS,G3,W2,D5,Insects,6201,57,13,93,69,32,84,56
640,MH,Low Tech,English,G4,W2,D1,Recess,6095,35,84,32,10,74,186,80
641,MH,Low Tech,English,G4,W2,D2,Hailstorms in Summer,5282,38,40,96,68,47,138,124
642,MH,Low Tech,English,G4,W2,D3,Six honest serving men,4692,31,47,25,97,45,78,56
643,MH,Low Tech,English,G4,W2,D4,Using ,5454,78,50,84,58,49,173,196
644,MH,Low Tech,English,G4,W2,D5,Using ,5042,31,76,23,23,38,112,94
645,MH,Low Tech,Math,G4,W2,D1,Tracing and Drawing Circles,4756,58,82,47,49,65,81,114
646,MH,Low Tech,Math,G4,W2,D2,Different Parts of a Circle,6037,33,83,20,61,15,145,71
647,MH,Low Tech,Math,G3,W2,D3,Writing numbers from 51,6096,99,50,70,75,22,91,76
648,MH,Low Tech,Math,G4,W2,D4,Patterns,6316,86,69,44,13,20,123,125
649,MH,Low Tech,Math,G4,W2,D5,Circles once again,5782,44,26,87,37,79,200,101
650,MH,Low Tech,EVS,G4,W2,D1,Plants and their uses,6179,11,20,36,73,52,90,33
651,MH,Low Tech,EVS,G4,W2,D2,Needs of all living things ,5918,67,78,34,59,81,162,188
652,MH,Low Tech,EVS,G4,W2,D3,Arboreal animals ,5135,95,85,23,99,13,64,75
653,MH,Low Tech,EVS,G4,W2,D4,Seasonal changes in living things ,5302,54,63,64,61,49,70,68
654,MH,Low Tech,EVS,G4,W2,D5,Revision,5637,68,72,62,40,78,167,150
655,MH,Low Tech,English,G5,W2,D1,Being a Good Listener,4572,81,52,95,11,57,86,152
656,MH,Low Tech,English,G5,W2,D2,Being a Good Listener,4995,61,78,72,55,22,130,125
657,MH,Low Tech,English,G5,W2,D3,the poem ,5007,53,42,67,32,42,35,58
658,MH,Low Tech,English,G5,W2,D4,the story ,4285,88,32,15,74,90,106,180
659,MH,Low Tech,English,G5,W2,D5,the story ,5757,19,47,54,93,17,112,120
660,MH,Low Tech,Math,G5,W2,D1,Changing Devnagri Numbers to International Numbers,5040,24,67,14,72,35,171,48
661,MH,Low Tech,Math,G5,W2,D2,6 Digit Numbers,6250,58,87,10,63,86,183,177
662,MH,Low Tech,Math,G5,W2,D3,Reading & Writing 6 Digit Numbers,5465,57,95,62,54,98,186,104
663,MH,Low Tech,Math,G5,W2,D4,Reading & Writing 6 Digit Numbers,5315,49,90,29,32,15,144,158
664,MH,Low Tech,Math,G5,W2,D5,6 Digit Numbers once again,5366,96,46,66,95,64,114,193
665,MH,Low Tech,EVS,G5,W2,D1,The earth's rotation,5497,89,35,85,81,66,190,96
666,MH,Low Tech,EVS,G5,W2,D2,Revolution of earth & seasons,5070,86,36,56,78,45,37,196
667,MH,Low Tech,EVS,G5,W2,D3,Sunrise and sunset,5221,22,21,74,99,36,194,55
668,MH,Low Tech,EVS,G5,W2,D4,Phases of moon,5424,46,43,26,14,59,192,89
669,MH,Low Tech,EVS,G5,W2,D5,Revision ,5838,66,75,45,19,67,43,158
670,TS,Low Tech,English,G1,W2,D1,Going to school Part 1 ,5363,95,100,33,37,87,51,199
671,TS,Low Tech,English,G1,W2,D2,Going to school Part 2,6073,11,60,11,78,11,85,194
672,TS,Low Tech,English,G1,W2,D3,Ammu is going to school ,6295,65,76,49,26,68,156,82
673,TS,Low Tech,English,G1,W2,D4,Ammu's bus goes Pom Pom Pom ,6197,60,27,38,93,49,137,60
674,TS,Low Tech,English,G1,W2,D5,Revision ,5182,52,84,22,20,62,96,156
675,TS,Low Tech,Math,G1,W2,D1,different shapes in our world,6190,95,67,30,14,18,115,119
676,TS,Low Tech,Math,G1,W2,D2,Matching things with the same shapes,5934,88,30,91,81,49,110,150
677,TS,Low Tech,Math,G1,W2,D3,Matching things with their shapes,5660,41,58,46,57,73,144,124
678,TS,Low Tech,Math,G1,W2,D4,Shape patterns,5362,41,81,81,96,15,32,109
679,TS,Low Tech,Math,G1,W2,D5,Colouring picture with different shapes.,5023,98,60,81,17,71,68,75
680,TS,Low Tech,English,G2,W2,D1,Names of animals ,5954,24,57,38,12,38,181,103
681,TS,Low Tech,English,G2,W2,D2,Names of birds ,5484,75,43,29,95,92,170,67
682,TS,Low Tech,English,G2,W2,D3,Just like this ,5405,41,32,63,42,28,151,106
683,TS,Low Tech,English,G2,W2,D4,Mouse and the snake ,4915,79,95,90,64,92,32,117
684,TS,Low Tech,English,G2,W2,D5,Revision,5344,64,31,92,16,99,53,141
685,TS,Low Tech,Math,G2,W2,D1,Counting tens and ones in numbers 21,5988,25,70,71,67,69,61,41
686,TS,Low Tech,Math,G2,W2,D2,Counting tens and ones in numbers continued,6365,70,73,40,51,57,61,84
687,TS,Low Tech,Math,G2,W2,D3,Counting numbers,5029,83,66,23,20,39,42,57
688,TS,Low Tech,Math,G2,W2,D4,Big and Small numbers,5366,65,30,70,60,65,104,77
689,TS,Low Tech,Math,G2,W2,D5,Ascending and Descending order.,5265,13,86,54,41,91,162,163
690,TS,Low Tech,English,G3,W2,D1,Things we carry with us when we travel ,5101,26,51,92,10,22,194,94
691,TS,Low Tech,English,G3,W2,D2,Opposites,4715,77,29,54,81,12,117,46
692,TS,Low Tech,English,G3,W2,D3,Use of 'And',5279,69,74,53,42,36,71,64
693,TS,Low Tech,English,G3,W2,D4,Writing: About a bus,5045,83,26,46,26,83,57,72
694,TS,Low Tech,English,G3,W2,D5,Full stop and capital letter ,5711,15,88,89,86,68,154,64
695,TS,Low Tech,Math,G3,W2,D1,identifying shapes in a picture and colouring,4862,94,74,11,42,83,158,108
696,TS,Low Tech,Math,G3,W2,D2,Creating shapes using matchsticks.,5202,48,36,25,34,34,87,136
697,TS,Low Tech,Math,G3,W2,D3,makeing patterns using matchsticks,4992,54,94,100,96,35,110,63
698,TS,Low Tech,Math,G3,W2,D4,Shapes and patterns,5078,92,63,99,20,50,167,115
699,TS,Low Tech,Math,G3,W2,D5,Creating scenaries using cut,5316,13,80,76,55,60,65,132
700,TS,Low Tech,EVS,G3,W2,D1,Work done by family members,6640,19,65,40,45,66,67,181
701,TS,Low Tech,EVS,G3,W2,D2,Professions,5403,100,11,66,100,43,182,102
702,TS,Low Tech,EVS,G3,W2,D3,Helping each other,5274,36,28,61,88,63,34,128
703,TS,Low Tech,EVS,G3,W2,D4,Child Labour,4558,13,30,52,53,69,37,77
704,TS,Low Tech,EVS,G3,W2,D5,Revision ,4976,20,95,21,87,24,158,96
705,TS,Low Tech,English,G4,W2,D1,Pronouns ,4754,42,21,41,21,49,176,190
706,TS,Low Tech,English,G4,W2,D2,Pronouns ,5991,42,55,98,76,29,112,40
707,TS,Low Tech,English,G4,W2,D3,Different kinds of food ,5160,48,89,31,63,29,84,90
708,TS,Low Tech,English,G4,W2,D4,"Story ""Pancake"" and answer questions Part 1 ",5528,20,47,28,25,89,168,158
709,TS,Low Tech,English,G4,W2,D5,"Story ""Pancake"" and answer questions Part 2",3591,87,16,59,31,74,113,86
710,TS,Low Tech,Math,G4,W2,D1,"Front, top and side view",6368,77,27,18,57,46,193,171
711,TS,Low Tech,Math,G4,W2,D2,Views continued,5313,33,85,72,45,23,84,163
712,TS,Low Tech,Math,G4,W2,D3,Calculating number of boxes,5263,38,73,16,42,61,157,126
713,TS,Low Tech,Math,G4,W2,D4,Shapes around us.,5050,38,81,81,91,27,158,160
714,TS,Low Tech,Math,G4,W2,D5,Revising Shapes,5134,79,42,36,56,45,87,46
715,TS,Low Tech,EVS,G4,W2,D1,Rules of the Games,5537,88,95,41,39,45,68,179
716,TS,Low Tech,EVS,G4,W2,D2,Why rules?,4269,34,59,48,24,63,105,63
717,TS,Low Tech,EVS,G4,W2,D3,Sportspersons,5941,69,68,27,99,56,84,103
718,TS,Low Tech,EVS,G4,W2,D4,Victory and Defeat in Games,5124,47,98,15,43,88,106,184
719,TS,Low Tech,EVS,G3,W2,D5,Revision ,5761,54,87,94,84,24,96,137
720,TS,Low Tech,English,G5,W2,D1,Adverb,4631,18,99,10,16,68,50,30
721,TS,Low Tech,English,G5,W2,D2,Writing,6092,28,80,35,73,96,50,89
722,TS,Low Tech,English,G5,W2,D3,Grammar: Punctuations,4880,50,47,94,25,27,94,93
723,TS,Low Tech,English,G5,W2,D4,Adjectives ,6037,12,30,55,82,96,34,127
724,TS,Low Tech,English,G5,W2,D5,Adjectives ,6160,79,38,90,57,26,82,199
725,TS,Low Tech,Math,G5,W2,D1,Adding big numbers,4058,64,86,17,41,46,129,115
726,TS,Low Tech,Math,G5,W2,D2,Addition word problems,6075,52,22,18,44,44,123,178
727,TS,Low Tech,Math,G5,W2,D3,Subtraction of big numbers,4679,47,62,52,61,94,145,53
728,TS,Low Tech,Math,G5,W2,D4,Subtraction word problems,5194,90,82,59,93,40,74,97
729,TS,Low Tech,Math,G5,W2,D5,Mixed sums,6200,42,50,57,90,83,164,142
730,TS,Low Tech,EVS,G5,W2,D1,Agricultural equipment/tools,4683,37,55,23,25,14,106,37
731,TS,Low Tech,EVS,G5,W2,D2,Seeds ,5163,59,79,65,25,78,46,169
732,TS,Low Tech,EVS,G5,W2,D3,Sustainable Farming,5989,68,66,61,66,82,103,144
733,TS,Low Tech,EVS,G5,W2,D4,Pesticides,6830,73,70,17,11,44,74,131
734,TS,Low Tech,EVS,G5,W2,D5,"Crops

",5056,71,28,42,10,36,137,146
735,KA,Low Tech,English,G1,W2,D1,My family Tree,5356,10,19,95,49,39,106,129
736,KA,Low Tech,English,G1,W2,D2,Colours around us ,5609,75,17,95,82,57,140,93
737,KA,Low Tech,English,G1,W2,D3,Siri and her family and answer questions Part 1,5221,90,68,81,39,61,124,163
738,KA,Low Tech,English,G1,W2,D4,Siri and her family and answer questions Part 2,5217,29,75,24,13,41,136,30
739,KA,Low Tech,English,G1,W2,D5,Writing,6591,35,67,55,86,32,44,170
740,KA,Low Tech,Math,G1,W2,D1,Sorting Shapes,4485,60,85,62,27,31,39,57
741,KA,Low Tech,Math,G1,W2,D2,Roll and Slide,5078,77,38,56,18,96,115,169
742,KA,Low Tech,Math,G1,W2,D3,2D Flat Objects,4064,80,60,45,40,68,61,81
743,KA,Low Tech,Math,G1,W2,D4,How to draw free hand shapes,6411,11,77,93,99,36,71,164
744,KA,Low Tech,Math,G1,W2,D5,how to draw a house using different shapes.,5799,69,87,56,16,34,154,115
745,KA,Low Tech,EVS,G1,W2,D1,Plants around us,5789,95,10,63,77,77,69,60
746,KA,Low Tech,EVS,G1,W2,D2,Parts of plants,6541,86,28,32,94,51,165,190
747,KA,Low Tech,EVS,G1,W2,D3,Uses of plants,5291,79,49,92,51,46,101,34
748,KA,Low Tech,EVS,G1,W2,D4,Draw and colour parts of  plants,5372,74,31,12,66,80,124,164
749,KA,Low Tech,EVS,G1,W2,D5,Revision ,5749,37,33,49,65,88,198,113
750,KA,Low Tech,English,G2,W2,D1,Writing sentences ,5858,91,70,88,22,12,123,185
751,KA,Low Tech,English,G2,W2,D2,Opposites,6357,93,62,42,38,14,72,141
752,KA,Low Tech,English,G2,W2,D3,Pronouns ,5119,45,12,94,79,49,121,186
753,KA,Low Tech,English,G2,W2,D4,Rakhi say is righteous day ,5191,81,25,61,75,67,189,150
754,KA,Low Tech,English,G2,W2,D5,Rakhi say is righteous day and answer questions  ,4960,40,53,78,40,96,106,128
755,KA,Low Tech,Math,G2,W2,D1,Numbers 1,4199,45,65,38,98,61,94,64
756,KA,Low Tech,Math,G2,W2,D2,Numbers 1,6902,87,80,65,12,70,158,200
757,KA,Low Tech,Math,G2,W2,D3,Grouping objects into tens and units/ones,5719,49,24,33,26,60,192,174
758,KA,Low Tech,Math,G2,W2,D4,Place Value and Face Value,5161,13,30,81,28,12,44,192
759,KA,Low Tech,Math,G2,W2,D5,Expanding numbers ,5163,59,40,37,74,41,167,117
760,KA,Low Tech,EVS,G2,W2,D1,Domestic and wild animals,5024,58,64,24,13,39,169,126
761,KA,Low Tech,EVS,G2,W2,D1,Domestic and wild animals,4301,73,80,18,11,24,171,33
762,KA,Low Tech,EVS,G2,W2,D3,Rearing of animals ,5116,32,10,29,45,18,140,44
763,KA,Low Tech,EVS,G2,W2,D4,Care of animals ,5325,89,32,23,12,53,51,167
764,KA,Low Tech,EVS,G2,W2,D5,Revision,5582,77,60,30,27,74,91,107
765,KA,Low Tech,English,G3,W2,D1,Writing sentences using action words ,5154,46,64,33,22,98,105,66
766,KA,Low Tech,English,G3,W2,D2,Picture writing ,5671,12,40,57,61,46,180,114
767,KA,Low Tech,English,G3,W2,D3,"The poem ""The best six doctors""",5951,15,99,46,50,27,148,188
768,KA,Low Tech,English,G3,W2,D4,"The poem"" Sports is fun""",5651,88,16,55,100,72,38,116
769,KA,Low Tech,English,G3,W2,D5,"The poem ""Sports is fun"" and answer questions ",4956,29,99,51,77,42,55,163
770,KA,Low Tech,Math,G3,W2,D1,numbers 100,6666,87,61,11,61,70,119,171
771,KA,Low Tech,Math,G3,W2,D2,numbers 100,6284,17,78,46,69,29,131,132
772,KA,Low Tech,Math,G3,W2,D3,Expanding numbers using place value,6012,56,86,34,32,90,140,175
773,KA,Low Tech,Math,G3,W2,D4,Skip counting,4651,92,26,66,25,91,118,125
774,KA,Low Tech,Math,G3,W2,D5,biggest and smallest numbers,5251,42,40,74,91,76,58,98
775,KA,Low Tech,EVS,G3,W2,D1,Types of plants,6779,80,10,19,84,40,72,154
776,KA,Low Tech,EVS,G3,W2,D2,Crops,5725,54,82,65,55,81,140,78
777,KA,Low Tech,EVS,G3,W2,D3,Leaves and their characterstics,4554,20,17,44,93,51,75,147
778,KA,Low Tech,EVS,G3,W2,D3,Leaves and their characterstics,6073,68,38,89,28,45,118,196
779,KA,Low Tech,EVS,G3,W2,D5,Manure using the shed leaves,5040,27,68,37,53,82,59,40
780,KA,Low Tech,English,G3,W2,D2,Picture writing ,5695,42,37,77,23,28,106,129
781,KA,Low Tech,English,G4,W2,D2,Grammar ,5256,45,60,41,41,36,120,173
782,KA,Low Tech,English,G4,W2,D3,Joining two words to make another word,5599,75,37,91,77,57,64,152
783,KA,Low Tech,English,G4,W2,D4,"The poem ""Best friend""",6539,12,89,11,81,51,143,172
784,KA,Low Tech,English,G4,W2,D5,Writing ,4796,36,68,78,39,29,101,174
785,KA,Low Tech,Math,G4,W2,D1, reading and writing 4,6524,84,38,18,38,53,114,197
786,KA,Low Tech,Math,G4,W2,D2,Preceding and succeding numbers,5477,17,23,87,39,19,182,124
787,KA,Low Tech,Math,G4,W2,D3,Place value of 4 digit numbers,5828,10,83,41,68,73,167,49
788,KA,Low Tech,Math,G4,W2,D4,Expanding 4 digit numbers,4930,25,67,76,41,43,84,125
789,KA,Low Tech,Math,G4,W2,D5,Converting expanded to standard form. ,6211,52,80,29,11,18,113,183
790,KA,Low Tech,EVS,G4,W2,D1,Behaviour of different animals,5944,10,59,12,41,58,194,172
791,KA,Low Tech,EVS,G4,W2,D2,A honey bee ,5246,25,55,100,54,11,60,58
792,KA,Low Tech,EVS,G4,W2,D3,Process of collecting honey,5521,45,25,76,23,58,155,171
793,KA,Low Tech,EVS,G4,W2,D4,Uses of honey,5590,84,43,48,85,56,50,195
794,KA,Low Tech,EVS,G4,W2,D5,Revision ,5260,88,93,27,36,86,76,109
795,KA,Low Tech,English,G5,W2,D1,"The poem ""He did it""",4971,55,26,33,48,66,69,142
796,KA,Low Tech,English,G5,W2,D2,"Th poem ""He did it"" and answer questions ",5265,86,14,27,50,93,157,154
797,KA,Low Tech,English,G5,W2,D3,"The story ""The nuclear test"" and answer questions Part 1",6195,30,12,72,40,75,85,74
798,KA,Low Tech,English,G5,W2,D4,"The story ""The nuclear test"" and answer questions Part 2",6282,70,52,88,20,65,110,35
799,KA,Low Tech,English,G5,W2,D5,"The story ""The nuclear test"" and answer questions Part 3",5633,76,16,54,36,77,45,31
800,KA,Low Tech,Math,G5,W2,D1,Adding 4,5135,31,87,76,62,28,39,85
801,KA,Low Tech,Math,G5,W2,D2,Adding 4 digit numbers with carry over,4476,74,91,38,96,41,43,70
802,KA,Low Tech,Math,G5,W2,D3,Adding 5,5028,66,36,58,22,66,46,66
803,KA,Low Tech,Math,G5,W2,D4,Adding 5 digit numbers with carry over,5587,18,10,14,95,45,165,105
804,KA,Low Tech,Math,G5,W2,D5,Addition word problems.,5787,76,42,18,73,22,82,56
805,KA,Low Tech,EVS,G5,W2,D1,Importance of a family,5305,98,15,87,69,68,174,168
806,KA,Low Tech,EVS,G5,W2,D2,Family tree and relationships,5992,39,71,29,71,83,200,105
807,KA,Low Tech,EVS,G5,W2,D3,changes in the structure of a family,5394,23,49,85,30,96,153,174
808,KA,Low Tech,EVS,G5,W2,D4,Features of nuclear and joint families,4785,85,49,42,54,48,51,183
809,KA,Low Tech,EVS,G5,W2,D5,Revision,6332,61,58,59,80,73,45,177
810,CBSE,High Tech,English,G1,W2,D1,Three little Pigs ,4899,21,63,88,56,31,53,165
811,CBSE,High Tech,English,G1,W2,D2,Three little Pigs ,5298,92,16,18,96,63,54,152
812,CBSE,High Tech,English,G1,W2,D3,Farm Animals and their Home,5467,46,64,16,67,11,57,95
813,CBSE,High Tech,English,G1,W2,D4,Jungle Animals and their Home,5453,12,56,98,55,36,37,103
814,CBSE,High Tech,English,G1,W2,D5,Water Animals and their homes,4527,91,21,33,46,79,181,46
815,CBSE,High Tech,Math,G1,W2,D1,Nearer and Farther,5260,53,53,32,36,14,37,58
816,CBSE,High Tech,Math,G1,W2,D2,Nearest and Farthest,4665,83,67,64,37,52,194,117
817,CBSE,High Tech,Math,G1,W2,D3,On and Under,5582,86,15,28,83,77,194,84
818,CBSE,High Tech,Math,G1,W2,D4,Above and Below,5965,77,20,100,13,50,114,30
819,CBSE,High Tech,Math,G1,W2,D5,"The Positions, all over again",5023,30,77,31,47,93,160,82
820,CBSE,High Tech,English,G2,W2,D1,Days of the Week,4676,80,43,89,13,97,42,87
821,CBSE,High Tech,English,G2,W2,D2,Capital Letters,6506,97,35,57,10,71,92,75
822,CBSE,High Tech,English,G2,W2,D3,Using the words ,5133,60,77,96,11,92,31,75
823,CBSE,High Tech,English,G2,W2,D4,the poem ,5873,24,33,73,17,92,142,99
824,CBSE,High Tech,English,G2,W2,D5,Bells and their sounds,5826,82,25,52,64,48,128,196
825,CBSE,High Tech,Math,G2,W2,D1,Writing numbers from 1,6369,79,74,60,35,59,63,95
826,CBSE,High Tech,Math,G2,W2,D2,Writing numbers from 51,5656,59,20,84,16,80,191,185
827,CBSE,High Tech,Math,G2,W2,D3,Counting in Groups,6509,39,22,58,83,76,34,144
828,CBSE,High Tech,Math,G2,W2,D4,Counting in Pairs and Fours,5281,81,17,27,63,14,35,120
829,CBSE,High Tech,Math,G2,W2,D5,Finding More or Less,5145,68,10,70,12,19,94,159
830,CBSE,High Tech,English,G3,W2,D1,the poem ,4561,32,67,49,19,41,94,88
831,CBSE,High Tech,English,G3,W2,D2,Questions and Answers from Bird Talk,5352,100,80,98,59,68,138,54
832,CBSE,High Tech,English,G3,W2,D3,Words that Rhyme,5067,86,42,86,78,36,183,89
833,CBSE,High Tech,English,G3,W2,D4,The story ,5462,31,41,55,72,46,125,56
834,CBSE,High Tech,English,G3,W2,D5,The story ,4851,50,67,13,17,80,153,101
835,CBSE,High Tech,Math,G3,W2,D1,3 Digit Numbers,5048,62,30,36,28,31,107,75
836,CBSE,High Tech,Math,G3,W2,D2,Skipping 3 Digit Numbers by 10s,5701,98,37,17,81,88,198,134
837,CBSE,High Tech,Math,G3,W2,D3,Skipping 3 Digit Numbers by 50s,4392,55,20,69,84,89,118,32
838,CBSE,High Tech,Math,G3,W2,D4,Expanded form of 3,4750,45,84,60,40,13,30,34
839,CBSE,High Tech,Math,G3,W2,D5,Expanded form of 3,5176,21,13,31,55,67,40,152
840,CBSE,High Tech,EVS,G3,W2,D1,Diversity in plants,6258,33,78,21,51,86,71,95
841,CBSE,High Tech,EVS,G3,W2,D2,Variety of leaves,5310,68,97,15,79,26,96,54
842,CBSE,High Tech,EVS,G3,W2,D3,Leaves patterns,6377,74,23,85,20,85,101,110
843,CBSE,High Tech,EVS,G3,W2,D4,Uses of trees,6087,10,84,84,47,19,46,31
844,CBSE,High Tech,EVS,G3,W2,D5,Revision ,5118,34,100,29,12,33,63,195
